sec,nsec,x,y,z,roll,pitch,yaw
274,302669891,2066.395,124.940,1074.599,10.150,19.699,175.457
274,412925564,2066.418,124.875,1074.362,10.492,17.230,175.532
274,584997009,2066.465,124.764,1073.984,10.752,12.202,174.505
274,705064146,2066.495,124.682,1073.702,10.424,8.390,173.732
274,820439656,2066.529,124.621,1073.419,10.187,6.130,172.817
274,940171835,2066.581,124.571,1073.120,10.446,4.915,172.050
275,82853284,2066.652,124.544,1072.774,10.637,4.186,171.106
275,203418537,2066.716,124.522,1072.486,11.066,4.250,170.669
275,312680278,2066.779,124.503,1072.244,11.897,3.813,170.499
275,421252095,2066.836,124.484,1072.013,12.049,3.183,170.064
275,524100262,2066.884,124.471,1071.800,11.968,3.066,169.714
275,639017602,2066.938,124.451,1071.563,11.959,3.367,169.353
275,762196278,2066.993,124.430,1071.314,12.221,3.857,169.193
275,892838305,2067.058,124.413,1071.066,13.137,4.601,169.390
276,5645801,2067.120,124.400,1070.820,13.560,4.702,169.408
276,132497455,2067.187,124.382,1070.535,13.582,4.664,169.567
276,249729363,2067.242,124.363,1070.280,13.186,4.328,169.205
276,382325353,2067.308,124.352,1070.016,12.967,3.903,168.833
276,491182885,2067.359,124.347,1069.812,12.004,2.615,168.323
276,636408807,2067.439,124.341,1069.519,10.406,0.325,166.512
276,739968987,2067.498,124.334,1069.319,9.243,359.032,165.265
276,905097569,2067.611,124.320,1069.015,8.818,357.474,163.469
277,13307313,2067.693,124.314,1068.821,8.852,356.601,162.509
277,142573772,2067.798,124.321,1068.587,8.836,355.239,160.707
277,276945284,2067.907,124.331,1068.335,8.403,354.730,158.991
277,380652529,2068.005,124.345,1068.153,8.756,354.135,157.656
277,515628662,2068.141,124.361,1067.903,9.104,354.396,155.936
277,625048370,2068.246,124.370,1067.707,9.536,354.753,155.009
277,726924584,2068.354,124.386,1067.522,9.768,355.663,154.167
277,836963856,2068.463,124.404,1067.339,9.723,356.767,153.522
277,961028115,2068.605,124.421,1067.123,10.762,357.573,153.137
278,73731782,2068.729,124.425,1066.929,11.062,358.122,152.423
278,186299250,2068.862,124.431,1066.716,10.930,358.802,151.804
278,303889297,2068.983,124.430,1066.509,10.140,358.932,150.613
278,429294135,2069.121,124.442,1066.302,9.680,359.183,149.913
278,546406643,2069.261,124.443,1066.101,9.318,359.102,149.090
278,653290779,2069.382,124.448,1065.930,9.054,359.202,148.524
278,755622519,2069.510,124.445,1065.740,8.432,358.823,147.960
278,860880334,2069.641,124.447,1065.559,8.168,358.766,147.417
279,1453999,2069.807,124.439,1065.330,7.677,359.478,146.710
279,121307774,2069.959,124.433,1065.130,7.676,359.856,145.930
279,232003798,2070.096,124.430,1064.942,7.179,0.626,145.195
279,335576279,2070.219,124.433,1064.780,7.251,0.811,144.807
279,456945569,2070.376,124.434,1064.570,6.734,0.505,144.007
279,568257220,2070.528,124.426,1064.378,6.800,0.812,143.268
279,694759947,2070.700,124.418,1064.177,6.782,1.477,142.567
279,806517603,2070.847,124.423,1064.011,7.101,2.244,141.995
279,912926474,2071.012,124.432,1063.836,7.430,1.385,141.191
280,15202392,2071.164,124.433,1063.675,7.799,0.797,140.432
280,138046232,2071.336,124.425,1063.505,8.474,359.926,139.817
280,279824601,2071.528,124.421,1063.311,8.736,357.737,138.780
280,398284383,2071.696,124.436,1063.142,8.740,355.748,137.818
280,535903363,2071.896,124.455,1062.949,9.567,354.801,136.993
280,640353719,2072.044,124.461,1062.807,10.121,353.964,136.385
280,795880717,2072.280,124.488,1062.577,10.368,351.594,135.592
280,918216521,2072.447,124.534,1062.416,10.156,350.325,135.017
281,83761993,2072.691,124.584,1062.195,10.751,349.412,134.316
281,184742847,2072.847,124.605,1062.059,11.309,348.694,134.039
281,301488128,2073.020,124.652,1061.913,11.906,347.220,133.410
281,419464762,2073.183,124.720,1061.769,11.521,345.912,132.997
281,550174178,2073.372,124.789,1061.606,11.514,344.344,132.488
281,664163511,2073.547,124.837,1061.459,12.120,342.340,132.158
281,778129172,2073.708,124.894,1061.320,12.293,340.751,132.222
281,895410235,2073.863,124.968,1061.183,11.901,339.608,132.011
282,4227625,2074.018,125.047,1061.047,11.637,338.575,131.703
282,106001593,2074.158,125.104,1060.928,11.947,338.170,131.676
282,214343041,2074.318,125.168,1060.790,12.161,337.536,131.335
282,325323079,2074.475,125.239,1060.656,12.345,337.389,131.598
282,433996013,2074.625,125.312,1060.528,12.247,338.006,132.044
282,536093768,2074.773,125.391,1060.401,12.135,338.815,132.077
282,643895905,2074.925,125.467,1060.278,12.467,339.333,132.185
282,748650904,2075.077,125.536,1060.156,12.779,339.860,132.139
282,901364402,2075.292,125.640,1059.974,12.493,340.642,132.467
283,9002678,2075.443,125.709,1059.837,11.973,341.284,132.903
283,154080595,2075.648,125.803,1059.653,11.388,342.389,133.469
283,283392919,2075.840,125.881,1059.489,11.619,342.827,133.862
283,384874018,2075.994,125.943,1059.356,11.799,343.180,134.099
283,517350814,2076.189,126.014,1059.183,11.801,343.593,134.470
283,624139367,2076.341,126.071,1059.040,11.499,343.866,134.533
283,731809377,2076.488,126.133,1058.906,11.550,343.196,134.376
283,839830393,2076.636,126.198,1058.789,12.444,342.026,134.483
283,954783183,2076.798,126.268,1058.664,13.906,340.819,134.303
284,72598207,2076.964,126.335,1058.526,14.608,340.199,134.229
284,208982720,2077.148,126.417,1058.362,14.208,338.804,133.866
284,313215518,2077.293,126.492,1058.238,14.429,337.290,133.447
284,463471332,2077.510,126.597,1058.059,15.630,336.407,133.322
284,570684515,2077.667,126.653,1057.932,17.211,336.591,133.400
284,716285213,2077.881,126.710,1057.749,18.696,338.047,133.627
284,835282012,2078.050,126.785,1057.599,19.031,338.354,134.053
284,997087220,2078.271,126.905,1057.414,19.416,339.234,134.422
285,97881635,2078.410,126.984,1057.301,19.885,338.590,134.503
285,236844451,2078.591,127.082,1057.160,20.987,335.231,133.723
285,346371180,2078.733,127.153,1057.035,21.460,333.746,133.567
285,507615544,2078.952,127.258,1056.830,21.117,335.003,134.838
285,612939076,2079.097,127.321,1056.686,20.408,336.662,135.123
285,737464474,2079.264,127.390,1056.508,18.873,339.001,135.405
285,848390275,2079.402,127.440,1056.349,15.851,341.150,134.871
285,951578596,2079.540,127.492,1056.208,13.516,344.142,134.350
286,95541021,2079.750,127.553,1056.010,11.864,348.376,133.760
286,227267440,2079.946,127.578,1055.829,11.104,352.567,133.830
286,344950231,2080.133,127.593,1055.662,11.551,354.292,134.096
286,450841694,2080.295,127.613,1055.518,11.535,355.766,134.574
286,571237739,2080.477,127.647,1055.341,11.135,357.096,135.186
286,709556885,2080.673,127.643,1055.135,11.015,358.083,135.901
286,834925066,2080.843,127.646,1054.949,10.732,358.319,136.603
286,941880682,2081.005,127.666,1054.781,10.824,357.932,137.296
287,97537116,2081.219,127.685,1054.555,11.009,357.827,138.206
287,216958071,2081.401,127.675,1054.359,11.373,356.674,139.015
287,317961084,2081.535,127.672,1054.201,11.000,355.466,139.232
287,455756612,2081.717,127.704,1053.998,11.112,354.740,139.669
287,615391173,2081.925,127.750,1053.756,10.315,354.346,140.383
287,730099304,2082.083,127.773,1053.569,10.374,353.702,140.684
287,882441033,2082.259,127.812,1053.326,9.440,352.547,141.602
287,988827625,2082.383,127.852,1053.157,9.118,351.107,142.093
288,160909787,2082.569,127.915,1052.891,8.420,347.691,142.833
288,279297425,2082.690,127.957,1052.705,7.819,344.908,143.233
288,404534679,2082.803,128.016,1052.522,7.073,341.315,143.451
288,505893540,2082.902,128.087,1052.376,6.753,338.580,143.426
288,638178296,2083.030,128.180,1052.185,6.229,336.374,143.736
288,753908387,2083.137,128.252,1052.012,5.379,334.749,143.813
288,878273092,2083.260,128.328,1051.820,4.629,333.266,143.951
288,985026495,2083.363,128.408,1051.664,4.051,332.846,144.385
289,117473115,2083.494,128.521,1051.475,3.803,332.343,145.148
289,227674870,2083.604,128.613,1051.319,3.938,331.552,145.423
289,334663976,2083.716,128.700,1051.152,3.651,331.523,145.686
289,437607606,2083.811,128.776,1050.998,2.772,332.869,145.829
289,546715337,2083.915,128.868,1050.828,2.029,334.929,146.555
289,687007318,2084.049,128.982,1050.605,1.333,337.363,147.582
289,796254602,2084.158,129.071,1050.435,1.261,339.302,148.372
289,923640966,2084.283,129.159,1050.233,1.251,340.817,148.786
290,59387643,2084.412,129.243,1050.005,1.039,341.526,149.772
290,172429975,2084.512,129.314,1049.818,1.134,341.423,150.414
290,276616918,2084.597,129.385,1049.651,1.256,341.249,151.246
290,383697451,2084.688,129.453,1049.476,1.877,340.863,152.253
290,524518622,2084.792,129.537,1049.249,1.951,339.552,153.670
290,639956825,2084.875,129.603,1049.068,2.179,338.299,154.405
290,766127616,2084.967,129.689,1048.864,2.306,336.701,155.245
290,891554660,2085.054,129.771,1048.659,2.451,334.695,156.021
291,56827607,2085.175,129.867,1048.379,2.712,335.659,156.662
291,167417155,2085.260,129.937,1048.191,3.194,337.106,157.358
291,311753269,2085.366,130.045,1047.949,3.464,338.666,158.601
291,431639900,2085.438,130.150,1047.750,2.871,339.312,159.324
291,596355016,2085.538,130.288,1047.477,2.541,339.079,159.554
291,718828024,2085.624,130.366,1047.256,3.399,339.482,160.271
291,825137374,2085.697,130.424,1047.072,4.584,340.201,161.204
291,932992201,2085.758,130.502,1046.884,5.048,340.652,161.952
292,84552612,2085.835,130.616,1046.626,5.710,341.341,162.821
292,222018379,2085.905,130.693,1046.380,6.845,339.325,163.449
292,357771065,2085.983,130.759,1046.134,8.004,336.794,163.638
292,500645814,2086.056,130.856,1045.880,8.355,335.407,164.157
292,607259742,2086.112,130.934,1045.687,8.870,334.811,164.283
292,722367659,2086.174,131.014,1045.486,9.919,334.109,164.240
292,827956330,2086.233,131.103,1045.312,10.724,333.807,163.963
292,951107641,2086.306,131.208,1045.115,11.570,333.719,163.373
293,67352021,2086.378,131.309,1044.927,12.531,333.203,163.205
293,186744000,2086.452,131.404,1044.755,13.568,332.121,162.366
293,312276734,2086.546,131.501,1044.563,15.520,330.935,161.269
293,438686254,2086.650,131.595,1044.359,17.436,331.093,160.060
293,546724760,2086.738,131.675,1044.188,18.731,330.643,158.819
293,654064291,2086.810,131.744,1044.016,18.653,332.292,158.523
293,760941326,2086.894,131.816,1043.832,19.234,334.549,159.125
293,888585263,2087.002,131.905,1043.628,21.130,335.888,159.910
294,5664865,2087.098,131.997,1043.444,22.569,335.675,160.609
294,109928145,2087.172,132.082,1043.291,23.249,335.305,161.329
294,219247226,2087.249,132.173,1043.120,24.332,335.037,161.993
294,321122588,2087.303,132.229,1042.940,23.701,336.145,163.160
294,451605978,2087.343,132.266,1042.681,21.598,340.777,165.843
294,556049515,2087.368,132.277,1042.477,18.929,345.869,166.747
294,661600255,2087.419,132.300,1042.275,17.396,349.539,166.469
294,767398027,2087.501,132.344,1042.089,17.214,351.784,165.646
294,883882719,2087.606,132.395,1041.897,18.295,352.002,163.508
295,23079771,2087.698,132.392,1041.632,16.095,351.461,160.738
295,138907085,2087.741,132.351,1041.401,12.067,352.786,158.485
295,253880232,2087.805,132.309,1041.181,9.082,353.042,155.729
295,362650056,2087.900,132.293,1040.974,8.220,353.810,153.699
295,474789924,2088.005,132.303,1040.789,8.368,354.437,152.775
295,575303654,2088.109,132.326,1040.621,9.875,355.510,152.018
295,678053841,2088.222,132.342,1040.416,9.233,357.449,150.749
295,785631138,2088.340,132.357,1040.217,8.758,0.003,149.553
295,909532336,2088.481,132.358,1040.010,8.997,2.856,148.453
296,62867272,2088.701,132.342,1039.735,9.942,6.321,147.447
296,167894754,2088.840,132.321,1039.552,9.091,7.669,146.106
296,317074550,2089.028,132.284,1039.307,7.824,8.316,144.529
296,442796058,2089.181,132.263,1039.115,6.577,8.340,142.903
296,603599082,2089.407,132.222,1038.870,5.489,5.589,140.330
296,716279449,2089.578,132.192,1038.700,4.475,3.924,138.563
296,851345196,2089.782,132.157,1038.506,3.421,1.983,136.373
296,954816299,2089.949,132.135,1038.368,3.192,0.982,134.835
297,95107931,2090.165,132.119,1038.192,2.979,359.113,133.048
297,207772589,2090.340,132.111,1038.058,3.008,356.837,131.908
297,347364775,2090.557,132.121,1037.893,3.213,354.413,130.556
297,476595375,2090.783,132.128,1037.731,3.835,353.636,129.523
297,631555227,2091.039,132.147,1037.561,4.821,354.212,128.265
297,749787945,2091.255,132.176,1037.432,6.229,354.500,127.321
297,851172837,2091.424,132.204,1037.330,7.050,355.430,126.766
297,965005073,2091.634,132.215,1037.194,7.316,355.617,126.176
298,89286503,2091.854,132.219,1037.053,7.760,355.782,125.472
298,210650881,2092.062,132.229,1036.930,8.404,356.151,124.828
298,317663837,2092.265,132.253,1036.816,8.775,356.418,124.320
298,428840083,2092.455,132.276,1036.709,8.676,356.688,123.467
298,534899616,2092.658,132.292,1036.595,8.371,356.192,122.309
298,645798244,2092.865,132.308,1036.490,8.471,355.385,121.004
298,771217240,2093.086,132.329,1036.391,8.823,354.348,119.663
298,894373288,2093.304,132.358,1036.299,9.057,352.738,118.550
299,5291494,2093.502,132.386,1036.217,9.233,350.956,117.461
299,141731425,2093.736,132.418,1036.114,8.722,348.826,116.588
299,243179367,2093.916,132.447,1036.027,7.969,347.549,115.870
299,346895466,2094.098,132.481,1035.948,7.842,346.386,115.147
299,463320430,2094.312,132.530,1035.863,7.990,344.918,114.646
299,585602332,2094.541,132.587,1035.773,8.316,343.995,113.873
299,736138553,2094.809,132.665,1035.679,8.906,343.131,112.968
299,840800753,2094.998,132.719,1035.611,9.034,342.998,112.564
299,991179558,2095.245,132.799,1035.535,10.141,342.533,112.465
300,115262846,2095.455,132.865,1035.476,11.263,341.600,112.649
300,250343726,2095.680,132.963,1035.403,11.266,338.591,111.889
300,372246946,2095.880,133.051,1035.329,10.611,336.260,111.193
300,520836785,2096.130,133.141,1035.234,10.582,335.576,111.016
300,632929078,2096.332,133.206,1035.159,11.115,336.191,111.439
300,751063087,2096.538,133.267,1035.091,12.578,338.283,111.786
300,874706870,2096.765,133.328,1035.028,14.595,341.657,112.519
301,30879932,2097.080,133.380,1034.963,19.883,348.203,114.149
301,151277307,2097.338,133.381,1034.912,25.067,354.814,116.657
301,259729091,2097.566,133.372,1034.861,29.872,0.633,119.241
301,399029378,2097.854,133.355,1034.765,33.533,3.077,121.433
301,514849656,2098.088,133.310,1034.652,34.955,3.226,122.710
301,615037040,2098.278,133.289,1034.546,34.785,4.144,123.914
301,729816883,2098.477,133.273,1034.427,34.264,5.457,125.447
301,831487566,2098.644,133.239,1034.317,34.174,5.450,125.871
301,934143517,2098.833,133.212,1034.221,35.397,5.248,126.177
302,60255823,2099.095,133.197,1034.100,36.462,5.064,125.479
302,159847516,2099.285,133.183,1034.007,36.223,4.942,125.035
302,281557874,2099.477,133.150,1033.876,34.382,3.849,123.996
302,426047366,2099.742,133.118,1033.735,35.054,0.956,122.285
302,530803168,2099.931,133.108,1033.645,35.425,0.634,122.041
302,641286820,2100.140,133.101,1033.544,35.611,359.245,121.361
302,759265453,2100.353,133.087,1033.422,34.806,356.837,120.149
302,875473355,2100.540,133.072,1033.305,34.366,355.116,119.747
302,984965718,2100.740,133.078,1033.203,34.364,353.986,119.116
303,88512844,2100.918,133.083,1033.100,33.648,353.752,119.121
303,193626563,2101.118,133.110,1033.002,33.891,353.045,119.740
303,295083073,2101.299,133.138,1032.916,33.974,352.932,120.738
303,441474208,2101.550,133.166,1032.759,32.848,352.996,122.443
303,556816027,2101.738,133.187,1032.605,30.898,352.441,123.162
303,674648733,2101.918,133.212,1032.456,29.405,352.002,124.304
303,819032724,2102.147,133.268,1032.280,28.566,351.646,126.399
303,929153533,2102.320,133.296,1032.147,28.446,351.335,127.797
304,47633419,2102.501,133.310,1031.989,27.277,351.692,128.999
304,147741063,2102.643,133.305,1031.835,24.609,352.772,129.779
304,269790936,2102.780,133.269,1031.629,19.461,355.417,129.942
304,378408252,2102.903,133.229,1031.444,14.950,358.399,130.632
304,504851030,2103.071,133.193,1031.232,10.524,1.446,131.893
304,637447495,2103.260,133.192,1031.031,9.346,0.979,134.162
304,767622708,2103.418,133.211,1030.832,8.241,359.549,135.924
304,882762558,2103.555,133.214,1030.651,7.801,358.488,137.087
305,15710895,2103.709,133.225,1030.447,7.995,356.652,138.578
305,127742867,2103.833,133.259,1030.273,7.267,355.253,140.089
305,272647892,2104.001,133.300,1030.063,8.573,352.107,141.174
305,375563996,2104.135,133.305,1029.908,10.137,349.764,141.661
305,513575410,2104.309,133.305,1029.688,10.801,347.656,142.196
305,613786039,2104.418,133.341,1029.538,10.173,347.301,142.870
305,743019791,2104.573,133.404,1029.339,10.012,348.018,143.633
305,862804730,2104.735,133.452,1029.151,11.172,348.784,144.690
305,975869101,2104.875,133.481,1028.977,11.844,349.885,145.558
306,82445448,2105.015,133.512,1028.787,11.929,350.774,146.026
306,194186044,2105.141,133.563,1028.615,11.691,351.259,146.393
306,299333882,2105.266,133.610,1028.456,11.811,351.619,146.479
306,415295882,2105.418,133.641,1028.272,13.052,352.401,146.765
306,577081591,2105.627,133.658,1028.021,15.396,353.284,147.097
306,694498106,2105.772,133.673,1027.843,16.680,352.845,146.879
306,864937743,2105.988,133.747,1027.606,17.381,351.060,145.721
306,997402324,2106.163,133.805,1027.422,18.393,348.348,144.148
307,99584266,2106.293,133.830,1027.294,19.704,345.329,142.206
307,217192172,2106.452,133.835,1027.138,21.721,341.272,139.898
307,362140232,2106.643,133.861,1026.944,23.418,338.849,137.470
307,466892667,2106.770,133.902,1026.808,23.247,337.653,136.605
307,619383749,2106.983,133.989,1026.630,25.401,336.215,135.177
307,751929011,2107.173,134.071,1026.468,26.358,336.868,134.457
307,865604780,2107.331,134.135,1026.328,26.169,338.891,134.583
308,5155189,2107.519,134.219,1026.147,24.945,341.102,134.720
308,133534898,2107.693,134.290,1025.983,22.962,343.289,135.687
308,236636112,2107.836,134.339,1025.838,21.365,345.349,137.386
308,337356633,2107.968,134.365,1025.678,20.124,348.531,138.672
308,471353134,2108.144,134.372,1025.451,18.121,354.234,140.285
308,571421186,2108.267,134.358,1025.278,16.387,359.459,141.757
308,702449761,2108.438,134.334,1025.029,14.465,3.704,143.237
308,812042846,2108.565,134.334,1024.848,13.190,4.837,143.428
308,996037392,2108.803,134.324,1024.537,9.173,3.034,142.462
309,103430081,2108.951,134.323,1024.368,7.525,1.537,142.072
309,219004317,2109.105,134.305,1024.195,7.453,358.400,141.696
309,357115430,2109.286,134.279,1023.994,8.185,356.057,141.421
309,475183659,2109.436,134.241,1023.809,7.470,356.791,140.937
309,596981279,2109.592,134.211,1023.610,3.937,0.469,140.446
309,707210196,2109.734,134.191,1023.422,0.176,6.537,140.278
309,853417582,2109.906,134.150,1023.170,355.597,14.632,139.451
309,991598424,2110.072,134.106,1022.925,353.026,18.992,139.425
310,117668830,2110.220,134.028,1022.691,350.202,20.323,139.353
310,248036946,2110.416,133.886,1022.477,352.669,22.296,139.729
310,352041078,2110.573,133.808,1022.325,355.318,22.408,140.144
310,455741642,2110.710,133.758,1022.173,356.625,22.600,140.137
310,590166447,2110.858,133.658,1021.966,355.258,23.585,139.781
310,697985722,2110.996,133.537,1021.788,355.414,23.050,139.938
310,834572378,2111.197,133.374,1021.551,356.747,23.816,140.542
310,947978917,2111.368,133.281,1021.352,359.562,24.662,141.557
311,84874137,2111.551,133.137,1021.102,359.507,25.060,141.652
311,191887700,2111.727,133.003,1020.878,358.733,27.032,141.129
311,293841582,2111.902,132.850,1020.650,357.921,29.990,141.126
311,413994226,2112.105,132.657,1020.360,356.212,34.844,141.204
311,551151238,2112.349,132.344,1020.006,354.023,39.278,141.481
311,668101315,2112.566,132.018,1019.684,352.071,41.977,141.583
311,780781252,2112.792,131.659,1019.349,350.833,43.166,141.869
311,885819407,2113.016,131.298,1019.012,350.873,43.176,142.725
311,986329381,2113.244,130.951,1018.676,352.228,40.824,144.480
312,111558958,2113.554,130.501,1018.220,355.262,36.874,146.822
312,219091334,2113.836,130.151,1017.788,359.295,31.522,149.310
312,342909639,2114.184,129.823,1017.212,2.940,25.516,150.534
312,486031641,2114.592,129.430,1016.544,8.102,22.540,152.478
312,596636433,2114.895,129.164,1016.014,9.123,22.381,152.095
312,702200413,2115.174,128.997,1015.536,5.436,17.917,151.177
312,808191581,2115.467,128.895,1015.053,4.862,14.450,149.860
312,924555285,2115.739,128.767,1014.544,0.066,5.786,149.935
313,29852215,2115.998,128.678,1014.101,359.586,1.660,149.742
313,183279894,2116.370,128.641,1013.511,359.870,2.966,147.553
313,299251028,2116.652,128.609,1013.098,0.494,5.511,146.118
313,443608729,2117.007,128.558,1012.618,1.049,9.001,144.296
313,546751408,2117.264,128.512,1012.292,1.194,11.411,142.802
313,650151330,2117.526,128.433,1011.985,2.234,12.179,141.453
313,752785394,2117.790,128.353,1011.698,3.196,12.857,140.379
313,872673189,2118.093,128.244,1011.349,2.549,13.633,139.300
313,988982918,2118.390,128.135,1011.024,2.572,14.312,138.189
314,96285812,2118.667,128.051,1010.729,2.058,13.923,136.960
314,199324473,2118.938,127.964,1010.448,1.442,13.451,135.895
